Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6514.3215039851,7040.7019241118,7284.7479910691,6446.9331355866,5892.4622557015,5161.6833418934,5537.1838161116,5999.0266505697,5244.8803103149,6821.3125193335,7145.6284936342,6269.5801231263,3705.4426381076,4676.9675025713,5806.0836035857,8171.3616508288,9344.9875179453,11308.5666057964,14396.0486485106,10296.9735275996,12120.5621692062,5602.5494342549,,,,,,
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,774.1693000709,891.2935511595,1065.745279203,1240.3177500095,1404.5028271578,1508.4437988015,1606.8826607282,1748.7469633724,1908.5335948995,2252.308785667,2442.1066288139,2744.9474966793,3056.269021677,3502.2791507359,3665.5855961558,3994.3261634014,4004.2517842608,4130.9325187822,4355.4957598985,4444.1503931786,4480.5580437141,4814.8612371405,5000.4821412034,4996.2677189547,4693.8615336864,4684.104533544,5117.8591946982,5504.4789999582,5810.1773236887,6856.986884652,7636.4960316828,7577.2095934725,7384.8593011859,8007.6964842929,8270.5417576443,8218.0532120762,8481.8905208294,8796.69108007,9306.3588683771,9364.8215246114,
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,368.5082843301,380.8514719919,426.6522344716,417.5262145433,451.2338350637,472.3651966835,504.9483049157,503.8994728836,528.9383276471,577.9604626325,612.7204401667,668.5516532659,733.3037473876,937.0076230893,1187.5163462866,1216.5430552353,1321.3326583608,1421.0804863552,1576.1476304311,1837.3873783346,2130.7393125834,2401.0957006,2197.1303736045,1908.2877646609,1842.2508924218,1858.7686759779,1853.7788139258,1911.3577559601,2143.9539115074,2303.7215897683,2630.0813064987,3177.4064794532,2943.6625110351,3331.9778670048,3761.047506161,3943.2972826627,4172.2087187356,4494.2367380218,4457.3097441136,3964.2322090795,4310.14814685,4143.0450939717,3664.988536474,3724.3823861516,4246.3957644932,5075.1286954945,5877.2322868781,6845.8323311436,7860.103922073,7299.8129209923,8943.3883736779,10047.937099889,10025.8074425098,10158.8132587392,10237.4243475014,8650.8715892955,8311.3701780289,
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,270.2982783204,286.5711802173,303.7502129637,303.0031268524,306.1324279218,306.8183324426,305.7525452321,261.7455185921,258.2036971113,234.4877032838,260.08900071,279.9245940049,288.8127315478,283.2070724529,279.3998391927,309.0965128898,286.8096968385,301.8175750969,333.0889611867,373.1066021234,426.1077984532,488.40184714,581.4166577637,705.9745022245,702.9865707035,779.8547813357,864.5679376019,896.424193538,949.5790595635,1004.4247469396,969.0019616808,960.5329466742,
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,298.73347625,304.9031482685,277.5568679953,248.8178073492,251.5978673134,278.3773254507,283.0757383301,297.5496452567,286.5821186242,296.6170898338,294.5175137749,253.0355421481,244.9700436516,200.8750892005,225.2850945661,244.3895632996,245.9465147235,242.0931474654,235.9365445141,265.0667411906,232.8642908253,244.6226707339,261.2771589532,289.6596428085,325.4514010681,354.2216830045,412.3625720497,483.1282257258,497.7646261784,522.0282830518,571.2246958267,598.2791502326,629.2776040781,659.3436492239,626.9138918654,610.5578673016,
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,4236.9306684903,4827.7928828107,5640.4643135964,7354.1023679927,8441.0478422118,10514.9999648839,11389.0277948944,12418.0145770778,17503.3321341952,19773.6735172943,20671.9985934182,19511.0849054699,19690.3764464683,19579.0812574857,18607.8766208979,19410.7567070432,28315.839543759,37869.3384518914,41351.0471976353,39426.9340981611,49447.4637201217,50987.7704519446,55300.4681580837,55921.1368619836,64156.7010598225,78761.7615979255,79937.2147622405,72190.7905862245,76641.055196248,81116.4391651111,74624.5599589883,74005.0104482361,79035.5347913764,89469.7508674513,99848.6150412484,104994.018301942,113983.16776211,130267.243270796,142973.83089993,125945.00962441,141165.082856705,158283.076259582,149295.646043634,173528.150454463,179308.075615568,168146.015281103,,
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,142.4690733205,142.0463936952,137.3318374606,117.2436466554,120.1272951628,152.1246262747,153.1139599821,158.8878937517,150.2121862754,160.4265604381,183.5121134917,186.7067454955,198.5799197892,219.6642731648,269.0896165436,280.9201352628,261.8152553264,294.3989085399,192.6133795985,232.4911161029,272.9112293739,297.4233283387,315.8959338115,336.9133126128,387.8248631693,377.6426613617,398.2596881106,408.9703849419,420.5611752705,414.8962462902,470.3449568591,520.071800623,553.6984498896,583.183643714,654.176206388,720.9083523833,763.1926620126,823.6595472198,857.2576850566,844.8266706006,875.4121779671,837.6990786595,873.1472436287,989.4547732126,1074.6060922248,1259.8075907972,1448.7610104811,1644.8163723216,2054.4891915896,2106.6815841113,2819.5111605615,3220.9926148951,3350.5213749528,3610.28937355,3820.5409941885,3844.891229954,3835.3948171134,
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,128.2719407657,113.55438156,118.2873885357,123.9193480667,135.1842963353,145.3092104543,147.6784962737,153.3322551038,178.6449458926,224.3212911672,243.4195395062,257.8917021651,288.5180073441,315.6650435237,351.2799539245,426.2665865714,439.8608619462,433.5518941137,412.9598673199,401.598281385,412.9213435012,420.000852988,450.1643095398,459.5208418845,457.1502281237,478.3402371337,451.0722163296,460.7729768452,458.8016295409,488.401774386,537.9191293112,579.6203849467,587.1580826753,518.5568096155,553.370678051,574.904219707,570.0716681082,602.4015206877,679.2832342864,763.6610470136,866.3744719164,1015.093520035,1229.3021483428,1361.7458746408,1373.6182140869,1693.0130890279,1885.748989664,1947.7321897608,2001.8408769315,2075.8933442966,2025.9290640449,2078.8354808819,
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,142.2856355717,135.3796326675,138.9627796827,146.1110729768,158.6846739594,171.4078231455,173.3596942706,173.8226822204,179.6132572442,196.0932198372,209.6326396109,220.8867162439,241.3080663862,298.3795701168,373.2066366121,404.3569952756,428.8752798783,473.2160370498,503.4989084811,586.8362435756,671.6574606915,708.1296731605,689.9359647938,663.4677500435,660.1147814556,681.8145827928,698.7254435571,703.7450128155,746.4353346492,778.3338096868,858.6205987351,899.0700740536,873.1327548027,915.3192629991,975.9158632927,1073.9431435497,1151.9285883829,1198.9084474781,1143.2419872,1099.8583063673,1182.7106283393,1176.9903299644,1184.6934890558,1321.8061974816,1547.889879217,1819.3541535748,2133.37975076,2611.4412484904,3094.9203653361,2983.8021026486,3589.469550716,4183.8639187304,4395.2987053068,4599.4979725712,4711.0896940776,4406.4947503737,4366.4295093542,
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,40.6055353025,41.2012136877,47.4502225384,52.3443123037,56.7129433676,58.7785664105,59.544747694,60.9985412262,61.9720916323,65.183500903,66.5394949204,72.5324911668,75.1768325288,110.241719192,134.2221286989,129.9808487146,125.1599687691,159.652648961,214.3876694826,227.2663324736,329.4064935194,323.1311047846,253.2020440901,274.1694669951,231.0052032864,182.4673089855,212.5949594013,264.0350141284,303.4256014009,314.3388151259,371.8442387107,430.9096771533,498.4844777877,491.4205341432,506.9977783912,568.8163837755,529.3669606614,551.2410588101,506.9946048969,493.2493774006,474.8197906004,437.8190154265,407.8093907186,603.6362783276,781.5145953932,862.9463083663,915.77574863,918.540696236,935.3941390757,924.1059320634,1169.2678417867,1350.6776533932,1281.6205579346,1192.998772021,1218.466105532,1152.319585338,1039.7040719198,
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,155.5327482447,143.3550799567,148.4766423377,157.3039000414,169.7984074677,185.2822466935,200.8814639195,198.2634905523,197.9798380918,216.1461843606,239.9032764875,260.9868855641,293.1124958575,364.7894270241,421.4451965497,455.1518640821,488.7367337209,558.9908060278,574.0804664915,676.1370579667,755.8841637387,790.2606771287,796.5180874846,726.171742083,753.9817981722,794.3621244293,832.2862569313,863.6955745554,936.6886688101,1046.0006576906,1096.5134480407,1191.0997457239,1099.2329185435,1127.1070793585,1277.1928549969,1551.7968587553,1684.988473656,1746.365128077,1666.1604055953,1526.1176370441,1663.4402126582,1706.9327313887,1795.8838158766,2034.4661095865,2429.4528265205,2914.1983124671,3494.8819016145,4374.4998294524,5405.2197775872,5192.6023798468,6195.4129615545,7509.6929789264,7985.1760027725,8558.4943605764,8814.1969966271,8206.8218087618,8156.1825572507,
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168.7960990121,2328.1538078313,2830.7375333809,3166.8956481412,3113.5464279562,3297.3547008411,3530.1473373189,4146.9879278393,5505.5356688311,6706.9669984393,7863.1620086517,9240.6425479744,12297.9153480396,14961.5681759187,11837.3910271086,11984.8685698823,14357.7367898041,14341.0830628051,15712.8237625955,16554.9713919032,14252.4285255672,14879.6802989698,
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,2242.0158166161,2222.3663663628,2311.7988489362,2441.0385553001,2755.6331165328,2780.0927188658,2900.4332184398,2909.6606293686,3175.3673688269,3658.9006829689,4449.5403867819,4591.7475031337,5680.1298953295,7709.7293868761,9282.8081088734,9008.0278904461,9825.2382664045,10855.9818571963,13493.8525825209,15740.2874970898,17113.842251689,14324.8919710957,13034.8116600784,12810.2188335898,12554.4171841488,12921.9584210817,18789.6570759228,23234.566578981,26108.3439636069,27556.3635885832,34645.1432443401,37007.4387468692,40965.7443180141,41479.0872043957,45481.8922019757,52831.2523660674,52571.9349918208,47042.3471077882,47584.4643916109,51654.4027951819,48735.995492187,48179.4208526047,52930.6411522641,65445.8850307407,75716.3510789884,80289.696409954,89739.7116961301,106018.492790674,114293.84332087,103198.669312625,104965.306078267,115761.507705096,106749.013622989,113625.13289956,119225.380022773,101446.786303182,100573.139978332,
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2329.2708539058,2429.591085236,2682.3164526783,2977.1487721203,3151.3258016971,3352.7312961928,3572.8051302201,4132.3492068981,5134.9056939727,6351.0801254716,7558.7420062292,9667.9757000802,14044.0158891923,16348.53120679,12219.3737898048,11326.2194746243,13702.6894696051,13822.8055940347,15061.937447887,15758.5297429218,13658.0850281401,14064.6607478161,
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,4499.887070673,4296.9327713542,4751.2168924893,4756.4093648679,5132.2765429277,6297.1274753345,7071.9734953912,8060.2182275635,9364.9093136129,10558.217835651,13460.8841328512,15189.9807215212,16578.0618374988,18139.1962295726,18097.4006118392,17957.9463796762,16451.3386377369,15505.2787451867,15702.8555275752,15547.8735275484,16312.6377158653,17809.5981547644,22453.1923456372,25058.5359342937,29979.8544741413,36402.5605083473,40667.8842333195,40881.3806423831,52374.7944457228,66813.3497409986,76496.3661850193,89524.8443607146,94004.3898288491,75573.4807143851,73186.9601431088,
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,164.8007790392,158.9240913368,181.183703096,196.534112346,201.2693656022,206.4651522262,196.3422036778,202.9008860663,212.8106849517,232.1985787352,246.088042821,265.2671534488,302.5983943677,364.6223686087,438.916408545,502.544832944,523.8373370023,589.7001078702,689.3818558845,808.5414825395,1077.2429415711,860.4683258487,835.140189545,748.8667871132,667.3331805736,659.833501846,838.4335711009,918.628862594,1063.760775125,1068.3257144151,1202.5675306951,1263.0600804186,1295.4226316097,1195.5953221682,1322.870400056,1428.0661823297,1556.7863873654,1393.2241492985,1469.0319450968,1444.9890546405,1332.3823579804,1336.7753762067,1413.7571760701,1721.9738630293,1948.8122747998,2013.7555592697,2191.4785674736,2494.3535524913,2884.9477601454,2861.5540046668,2834.2047198969,3039.9160155566,2904.7467277321,3111.762886541,3154.5134842095,2847.285568714,2832.4297771362,
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,12479.7252607401,13813.3005043321,16733.6216056562,21422.8411604046,22707.4560380278,28254.2760735621,28810.8730139508,31432.8694404664,38353.8059335114,45838.162283149,51528.5472297299,44366.2945632425,41385.3559144016,38887.7658307479,36381.6973993699,37553.3579511557,52174.8420590819,63043.1782276345,68434.2283934534,68576.5847162541,84286.6963501872,83732.7014531734,91654.1190072217,85421.7258336278,89404.0733210319,101993.122374332,101328.794622793,90882.9218831735,93093.258537093,91383.9404926131,82534.873766793,82552.5674525451,89061.0506658065,108978.489682171,123382.014903467,126655.598081739,135535.002415069,170156.694367875,192989.189526501,152111.598026927,144246.368774966,162009.877819276,,,,,,
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.9873794853,462.1720075975,528.1777629862,448.8413622198,321.0267964814,354.0037318782,407.7302431871,458.6778168363,548.2896866905,720.9409320721,831.2052862106,950.6482043627,1230.4346847203,1695.9728111438,1525.5261188276,1631.5358317953,1970.5713725334,2046.5367866511,2243.979662444,2244.7637624833,1832.4990518988,1900.201479348,
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,131.9930360215,133.847581549,138.1198491344,138.40716571,142.6593398741,144.4846549674,152.1078201309,157.4763870513,165.4784550656,165.0115730166,169.0705601049,177.4984099961,193.1285548347,231.4361855048,261.0353413861,302.1494676283,280.679038857,294.9339881539,324.3844957088,408.937427733,463.7314660238,400.7056030525,381.8658013222,369.4728714246,300.5340905699,283.9858033895,314.7460511071,240.9554524163,223.0112763815,221.6820330134,265.676118926,222.153744315,245.8643162272,265.9345073796,227.8369054822,234.4940582079,287.3565595939,247.1294102324,252.4652058037,243.2527514625,245.9390658508,278.5557031767,262.2859481155,316.7998964905,245.1235875833,274.8197022993,292.1507442876,377.8482928235,470.7332540045,415.6893225915,412.7309341377,454.9634639764,443.9061001115,461.7230721742,452.4631925749,402.088307201,401.7422696297,
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,268.1035209075,273.1659313365,282.0419145304,327.9150538345,598.5337551136,670.5175128138,722.6739963541,695.4814816429,803.3469679106,875.0682066995,986.6468130073,1076.9528312023,1217.3220451366,1331.9282741147,1452.5893187301,1564.6625685108,1719.0165189024,1925.0894029505,1992.9756369781,2104.4276914674,2182.9970114847,2980.0675978154,3020.3072390572,3460.9245262249,3932.1460410752,3624.182038404,4730.331504309,5353.5342688925,6275.265713107,6514.7079963003,7052.2508403582,7359.0232301886,7496.5469363317,8384.2528773781,9220.3281651461,9792.0173335929,10118.0611825596,
Middle East & North Africa,MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,247.77254218,268.9594549701,296.5335024826,333.0858636905,395.7994715701,518.6419836123,918.8462412639,975.386724412,1178.1961520943,1327.0380211109,1367.1012950174,1731.956277609,2165.3153931027,2166.1823302501,2087.0327255766,2050.5307989704,2010.6230476898,1975.3194554579,1958.0232577664,1762.3747245034,1699.8602681889,1701.3653688945,2152.2689344731,2109.0985268843,2259.9194508025,2223.8054328704,2269.4832149456,2470.2299644613,2739.1364466078,2785.2224905622,2653.9067856937,2787.1007475892,3049.2983937758,3003.1772299016,2936.0799050483,3245.9739548572,3716.4943160666,4384.9153332047,5026.6665515765,5833.3620332951,7117.4922987214,6229.0307883995,7127.0148317038,8276.8893678893,8720.1370916531,8533.7694977445,8464.051913989,7336.9699328554,7200.935364072,
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,342.0162858012,359.2909257588,374.4455171354,403.8241406509,463.8963068649,489.2026749498,528.9433374661,559.9089450323,600.5567265804,644.8533769416,683.1021901058,729.7433200387,814.3407663316,964.9220948102,1218.1205812132,1445.7124320006,1421.5676497181,1271.6552807922,1552.3659383063,1987.0173168482,2802.1105168497,3522.6833091745,2392.765705073,2006.3859427473,2317.6399466612,2384.5840274835,1639.8508820869,1742.3398983302,2231.1832867047,2664.0699459642,3077.7450713916,3611.4440140086,4093.3938312648,5562.4758542792,5710.0554866892,3655.5975923255,4153.1479013409,4939.8237441835,5079.9722143007,5777.2316812774,6720.9021132712,7031.3788639292,7106.0820193901,6751.9989868351,7199.059665362,7986.7984385207,8767.9202584928,9330.3416866739,9689.052887314,7748.1233008496,8959.5814158753,9834.4726885096,9820.5325715755,10298.8676612051,10452.7835328408,9152.8723058388,8208.5559843319,
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,972.6272222745,1047.6447644765,1196.5206924223,1234.7583490605,1144.6795189523,1392.6226246145,1494.152254881,1604.2484624288,1588.9902649845,1659.1822064358,1702.0526044353,1844.2018712787,1987.3121803069,2136.8462679189,2356.7578163285,2156.7284683177,2056.2001857154,2093.4443909485,2073.3673841664,2126.9138595449,2206.6975835042,2391.4854864067,2434.7148668355,2522.0762760687,2649.6705407742,2763.7390068743,2891.9289564033,2925.9776322341,2917.001146789,3146.7639484979,3297.558143961,3516.8999107533,3614.1306612619,3461.7811637491,3390.9102917311,3665.2074774809,
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,146.0941826105,138.8357784858,142.1931138184,148.284360605,163.5967766839,176.1335265032,177.6861633837,178.7261335777,184.8432570405,201.8100901332,216.1459385195,227.6129997169,248.7941420502,308.3390621031,386.7476809118,418.6377659439,445.4168778089,491.262840797,521.8607458192,610.0388417933,700.566424266,741.1547964331,721.2382331211,694.8034588914,693.4021490282,716.7640024762,733.265604057,738.5362491092,783.7837373141,819.4141992863,905.6440401762,949.9771146071,925.6063171529,972.554837203,1042.257087037,1147.5617780055,1231.6791885381,1283.5857349337,1224.4156008952,1178.748456845,1267.8293307769,1265.4774270208,1274.2776700376,1424.3482001788,1671.3149464906,1968.0634528482,2312.9874072408,2836.7309331694,3366.676622142,3247.0072964305,3918.4190819185,4577.2805940463,4815.4349564157,5045.8802849518,5173.9994224123,4845.2004568242,4809.2025754258,
"Macedonia, FYR",MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.1392135108,2355.2602154411,1164.9149213244,1285.3624258848,1706.2446834123,2243.4745289336,2222.8131278674,1868.0306114227,1774.8220366342,1814.5125225724,1854.1459561011,1815.9200907112,1961.2037355361,2408.8001100553,2762.5617013497,3037.7545847472,3325.6132419016,4036.1402372204,4793.2929589206,4543.8902435592,4542.9041044918,5064.041106005,4698.6894759835,5211.4992004993,5469.2178984218,4834.1367229739,5237.1476704612,
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,48.2798654835,59.4675275565,57.9918001151,60.4756500013,71.154703239,79.1574879222,90.1001936662,84.5976489245,128.1510319644,142.3768854353,156.4028270298,178.9854421613,229.3402095551,248.1889336814,212.732609925,180.53818887,172.0320335018,160.252842778,177.7599163292,232.8253037331,259.1339158458,265.1403079969,262.5685977271,316.8165940903,314.8369994165,319.191411985,309.5150779747,222.5767978916,281.7886811185,282.0813439916,266.6680469926,281.3221274351,322.5386800047,269.3483829165,306.8473237287,334.2024015901,391.7912800707,439.3572924476,487.9402556378,521.6425796264,595.6368318803,689.6784227571,697.0153123573,708.3707632474,835.0889097597,777.3476867595,803.8935756794,848.227948548,749.9501571484,779.9448438272,
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,828.421680336,874.0663355959,975.758800876,1143.6202030953,1245.3612249014,1560.1121535752,1726.559448453,2037.8973369781,2558.7402553294,3195.5525857477,3948.4031261498,3898.2430374391,3788.0506324065,3527.0400001399,3332.8853568226,3322.4212829917,4194.6539392483,5083.6691392063,5814.3647713052,6040.6098622595,7191.9236025962,7558.2773825749,8220.2455176794,7296.3101435539,8000.5180045223,9114.3580652134,9397.8009183472,9679.8828569778,10183.6759897077,10648.9888960115,11039.0565074511,11021.7863554641,11843.9390200563,13689.989987991,15109.0549683959,15835.3466687883,16671.5671992638,19375.569601363,21928.7006740562,20675.5825862064,21087.7946931036,22833.3612658162,21942.1147427584,23964.4955138809,26248.771888446,23816.0851407534,25172.4982214962,
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.1874804419,138.9249275495,143.77600512,219.7823259758,219.8156688105,247.2427006207,296.9007283889,410.4500001393,643.9513702886,741.0777115902,987.7365832022,1186.4239373895,1175.561787953,1171.4644774819,1260.4224108753,1138.9922709087,1195.5153720588,
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.9084528302,1197.5346587037,1337.4526784759,1519.4473781948,1529.6455532069,1522.6883044738,1580.20118057,1607.5883097052,1634.0197364454,1558.7589684462,1728.3204291139,1968.0140298351,2277.9867030274,2599.9014143937,3156.3282752891,3818.3840238806,3629.5696989142,4122.7448694398,4588.7103542641,4829.3374846916,4488.130182686,4407.7907758425,3924.2893006203,3890.3583049471,
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.0428933387,1909.5839571783,2106.2432740634,2789.1073497131,3380.1995346968,3674.6179242797,4383.595097082,5957.1456931201,7367.7519091088,6727.1077667697,6682.2811577458,7318.7424485412,6586.7192089878,7186.4297868215,7378.3452890295,6514.2726952865,7023.5399159406,
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,1332.6405630309,1435.7670965977,1495.0157487283,1121.6641636693,1137.6903538773,1465.4484023838,1485.5396261231,1533.4450392095,1670.6928699005,1172.4430658221,1072.6358351913,587.3013992632,339.5199868127,405.9718114908,631.9148653432,580.9110948912,505.6029159792,477.349729358,445.0069434166,474.2133360861,524.0145923889,571.5018830263,646.056129498,797.8377432266,998.8226671027,1334.6518961263,1634.0814313969,2139.6256308641,1717.8987612997,2650.3536483044,3769.5952691588,4368.0822475511,4385.3793546885,4181.5833128422,3946.9620745487,3694.0825523464,
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18672.8327734392,18376.7909584409,18427.4248815924,16644.703815261,16048.5021398003,15761.2622452237,16350.0548484268,14279.5559866365,14681.0230780538,13628.0816569367,13980.4162478127,14508.8459545488,15513.6961151502,17020.5779334501,22572.3788234011,
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,297.6188829496,291.5253916808,291.0872127874,255.6884981277,262.659868911,343.1994566359,402.565450484,180.7958247202,161.0123545473,177.1997292135,189.6245382163,240.1242746973,162.8269598204,163.6143936602,161.7048809044,160.0176176955,216.8754283479,253.10964778,284.3732910187,301.5394719888,277.6486590956,256.4414871984,262.884055131,283.8911587792,336.331814517,369.1545358723,385.7567141471,422.1461573342,503.1277108729,463.8526179811,419.2258149427,526.5313516641,566.0513872553,605.9856080814,623.2871141463,528.313975805,382.0693304256,
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,107.9150267678,121.9696782779,122.2522702937,121.5762944372,157.6110411822,174.0960887318,176.4789416215,181.720347701,194.443050288,178.9259649396,182.2149846713,191.9356585167,217.5880401006,266.1606145267,321.3321701289,358.1858428145,383.4616262217,384.1278676892,375.8763758513,432.0871250689,462.191763962,473.732776003,461.6351802838,471.3744343455,422.4385469454,385.9978942832,441.1599122235,486.2807330715,497.855700346,496.7178638656,502.2317527874,692.349647641,683.8337739922,568.2107979442,581.9098342721,608.1869746863,601.7734653778,567.2228465983,539.4253598345,534.7159444253,477.4761023586,464.2297580184,460.954232182,528.5806613407,602.5472859832,697.7451988604,944.1304850528,1013.3102795244,1167.5357334385,1046.8379345892,1203.3836625243,1393.2617336338,1364.2839258409,1450.5779490437,1326.6686542164,1158.2563705242,1101.9016266169,
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,779.9071318969,897.6704136069,1092.2677443802,1280.3924455494,1176.498053667,1170.0534204181,1091.0997139281,1093.0090792865,1032.3127308563,1058.9048348987,1428.5329211313,1822.9779642477,2054.6437467088,2084.2578051925,2506.1793122671,2669.3277004061,2973.2069774244,2973.7978209964,3197.3310236796,3599.5552019296,3899.43519245,3646.63062599,3593.2340808955,3651.2322864798,3861.0324142933,3792.1821524999,3957.5129057148,4623.3476417456,5229.876738231,5116.0454238396,5695.9693270493,6574.6543381149,8030.063005373,7318.1264097242,8000.3764318215,9197.0269715206,9291.227618619,9637.0026500096,10153.9382184867,9260.4473025064,9630.944028297,
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,45.0340893263,47.1835282561,48.3876597313,49.2805624133,49.1344100075,56.5357651887,62.6244451768,63.3065380727,56.0923656923,59.2716516767,63.1054727372,77.2705681064,83.563124898,88.9148601464,106.7102187279,115.8547358152,122.8864352852,143.2716189928,163.4249422501,176.7856637981,200.818757308,195.6022858943,181.9882484259,183.6299774501,175.1796248097,156.8899623882,155.2294351667,145.6967750251,159.770081429,174.8498275686,199.2872720095,228.5552392991,184.9518703471,212.2465639911,120.6292553609,141.0275216287,225.6267759587,256.5280662371,163.5335888881,160.7988767828,153.2594872348,146.7615397252,290.9798976878,260.1052516977,274.2256294021,280.3673842267,297.6971211259,320.2227274398,372.8426779559,420.7379657377,458.8681744277,512.1254050554,374.5018801928,332.9223039043,354.7253960889,362.6575443523,300.3076651158,
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,234.9168929033,225.9164441337,230.2479321932,279.7084078643,289.0049804101,310.3277629287,321.0974730741,317.4289183546,323.4082023738,347.3786591807,357.6618643029,383.6748012508,445.3511802882,661.0192697738,799.9231515445,764.5550632008,886.2154727723,1027.274197612,1246.5358912025,1576.0293690412,1774.736309611,1769.126938884,1852.3309806513,2047.8826355735,2234.3564771839,2000.1459775573,1728.5435586713,1947.4423711617,2071.4548796046,2215.3645002848,2440.5918013659,2652.1442242715,3111.9768791646,3431.370186219,3726.3406669543,4328.000017693,4797.2913709784,4637.3204809975,3263.5209830035,3493.4652294035,4045.170471359,3915.1150459564,4167.3643865351,4463.6758934259,4955.477742712,5593.8229954036,6222.9829548198,7269.1711404201,8513.6295414071,7326.7444348646,9071.356986721,10405.120619133,10779.5075072926,10882.2891042102,11183.729432082,9648.5534551591,9508.237749643,
